id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
973,flamigo,175,16,370,"flying, fighting","scrappy, tangled-feet, costar","swords-dance, wing-attack, fly, double-kick, mega-kick",82.0,115.0,74.0,75.0,64.0,90.0,500.0,flying,fighting,1.6,37.0,14.453124999999996,1.554054054054054,1.171875
974,cetoddle,67,12,450,ice,"thick-fat, snow-cloak, sheer-force","tackle, body-slam, take-down, double-edge, growl",108.0,68.0,45.0,30.0,40.0,43.0,334.0,ice,,1.2,45.0,31.25,1.511111111111111,0.75
975,cetitan,182,45,7000,ice,"thick-fat, slush-rush, sheer-force","ice-punch, tackle, body-slam, take-down, double-edge",170.0,113.0,65.0,45.0,55.0,73.0,521.0,ice,,4.5,700.0,34.5679012345679,1.7384615384615385,0.8181818181818182
976,veluza,167,25,900,"water, psychic","mold-breaker, sharpness","tackle, body-slam, take-down, thrash, double-edge",90.0,102.0,73.0,78.0,65.0,70.0,478.0,water,psychic,2.5,90.0,14.4,1.3972602739726028,1.2
977,dondozo,265,120,2200,water,"unaware, oblivious, water-veil","tackle, body-slam, take-down, thrash, double-edge",150.0,100.0,115.0,65.0,65.0,35.0,530.0,water,,12.0,220.0,1.5277777777777777,0.8695652173913043,1.0
978,tatsugiri-curly,166,3,80,"dragon, water","commander, storm-drain","take-down, water-gun, hydro-pump, surf, hyper-beam",68.0,50.0,60.0,120.0,95.0,82.0,475.0,dragon,water,0.3,8.0,88.88888888888889,0.8333333333333334,1.263157894736842
979,annihilape,268,12,560,"fighting, ghost","vital-spirit, inner-focus, defiant","fire-punch, ice-punch, thunder-punch, scratch, body-slam",110.0,115.0,80.0,50.0,90.0,90.0,535.0,fighting,ghost,1.2,56.0,38.88888888888889,1.4375,0.5555555555555556
980,clodsire,151,18,2230,"poison, ground","poison-point, water-absorb, unaware","slam, body-slam, take-down, double-edge, tail-whip",130.0,75.0,60.0,45.0,100.0,20.0,430.0,poison,ground,1.8,223.0,68.82716049382715,1.25,0.45
981,farigiraf,260,32,1600,"normal, psychic","cud-chew, armor-tail, sap-sipper","stomp, tackle, body-slam, take-down, double-edge",120.0,90.0,70.0,110.0,70.0,60.0,520.0,normal,psychic,3.2,160.0,15.624999999999996,1.2857142857142858,1.5714285714285714
982,dudunsparce-two-segment,182,36,392,normal,"serene-grace, run-away, rattled","body-slam, take-down, double-edge, flamethrower, ice-beam",125.0,100.0,80.0,85.0,75.0,55.0,520.0,normal,,3.6,39.2,3.0246913580246915,1.25,1.1333333333333333
983,kingambit,275,20,1200,"dark, steel","defiant, supreme-overlord, pressure","scratch, guillotine, swords-dance, take-down, leer",100.0,135.0,120.0,60.0,85.0,50.0,550.0,dark,steel,2.0,120.0,30.0,1.125,0.7058823529411765
984,great-tusk,285,22,3200,"ground, fighting",protosynthesis,"horn-attack, body-slam, take-down, double-edge, roar",115.0,131.0,131.0,53.0,53.0,87.0,570.0,ground,fighting,2.2,320.0,66.11570247933884,1.0,1.0
985,scream-tail,285,12,80,"fairy, psychic",protosynthesis,"pound, fire-punch, ice-punch, thunder-punch, body-slam",115.0,65.0,99.0,65.0,115.0,111.0,570.0,fairy,psychic,1.2,8.0,5.555555555555555,0.6565656565656566,0.5652173913043478
986,brute-bonnet,285,12,210,"grass, dark",protosynthesis,"body-slam, thrash, double-edge, hyper-beam, absorb",111.0,127.0,99.0,79.0,99.0,55.0,570.0,grass,dark,1.2,21.0,14.583333333333334,1.2828282828282829,0.797979797979798
987,flutter-mane,285,14,40,"ghost, fairy",protosynthesis,"psybeam, hyper-beam, thunderbolt, thunder-wave, thunder",55.0,55.0,55.0,135.0,135.0,135.0,570.0,ghost,fairy,1.4,4.0,2.0408163265306127,1.0,1.0
988,slither-wing,285,32,920,"bug, fighting",protosynthesis,"gust, whirlwind, stomp, body-slam, take-down",85.0,135.0,79.0,85.0,105.0,81.0,570.0,bug,fighting,3.2,92.0,8.984374999999998,1.7088607594936709,0.8095238095238095
989,sandy-shocks,285,23,600,"electric, ground",protosynthesis,"body-slam, take-down, supersonic, hyper-beam, thunder-shock",85.0,81.0,97.0,121.0,85.0,101.0,570.0,electric,ground,2.3,60.0,11.342155009451798,0.8350515463917526,1.423529411764706
990,iron-treads,285,9,2400,"ground, steel",quark-drive,"horn-attack, body-slam, take-down, double-edge, hyper-beam",90.0,112.0,120.0,72.0,70.0,106.0,570.0,ground,steel,0.9,240.0,296.2962962962963,0.9333333333333333,1.0285714285714285
991,iron-bundle,285,6,110,"ice, water",quark-drive,"ice-punch, body-slam, take-down, hydro-pump, ice-beam",56.0,80.0,114.0,124.0,60.0,136.0,570.0,ice,water,0.6,11.0,30.555555555555557,0.7017543859649122,2.066666666666667
992,iron-hands,285,18,3807,"fighting, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, whirlwind",154.0,140.0,108.0,50.0,68.0,50.0,570.0,fighting,electric,1.8,380.7,117.49999999999999,1.2962962962962963,0.7352941176470589
993,iron-jugulis,285,13,1110,"dark, flying",quark-drive,"fly, body-slam, take-down, double-edge, roar",94.0,80.0,86.0,122.0,80.0,108.0,570.0,dark,flying,1.3,111.0,65.68047337278105,0.9302325581395349,1.525
994,iron-moth,285,12,360,"fire, poison",quark-drive,"gust, whirlwind, take-down, ember, flamethrower",80.0,70.0,60.0,140.0,110.0,110.0,570.0,fire,poison,1.2,36.0,25.0,1.1666666666666667,1.2727272727272727
995,iron-thorns,285,16,3030,"rock, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, body-slam",100.0,134.0,110.0,70.0,84.0,72.0,570.0,rock,electric,1.6,303.0,118.35937499999997,1.2181818181818183,0.8333333333333334
996,frigibax,64,5,170,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer",65.0,75.0,45.0,35.0,45.0,55.0,320.0,dragon,ice,0.5,17.0,68.0,1.6666666666666667,0.7777777777777778
997,arctibax,148,8,300,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer",90.0,95.0,66.0,45.0,65.0,62.0,423.0,dragon,ice,0.8,30.0,46.87499999999999,1.4393939393939394,0.6923076923076923
998,baxcalibur,300,21,2100,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, double-edge",115.0,145.0,92.0,75.0,86.0,87.0,600.0,dragon,ice,2.1,210.0,47.61904761904762,1.576086956521739,0.872093023255814
999,gimmighoul-chest,60,3,50,ghost,rattled,"tackle, take-down, night-shade, confuse-ray, light-screen",45.0,30.0,70.0,75.0,70.0,10.0,300.0,ghost,,0.3,5.0,55.55555555555556,0.42857142857142855,1.0714285714285714
1000,gholdengo,275,12,300,"steel, ghost",good-as-gold,"thunder-punch, tackle, take-down, hyper-beam, low-kick",87.0,60.0,95.0,133.0,91.0,84.0,550.0,steel,ghost,1.2,30.0,20.833333333333336,0.631578947368421,1.4615384615384615
1001,wo-chien,285,15,742,"dark, grass",tablets-of-ruin,"body-slam, take-down, hyper-beam, absorb, mega-drain",85.0,85.0,100.0,95.0,135.0,70.0,570.0,dark,grass,1.5,74.2,32.97777777777778,0.85,0.7037037037037037
1002,chien-pao,285,19,1522,"dark, ice",sword-of-ruin,"swords-dance, take-down, mist, blizzard, hyper-beam",80.0,120.0,80.0,90.0,65.0,135.0,570.0,dark,ice,1.9,152.2,42.1606648199446,1.5,1.3846153846153846
1003,ting-lu,285,27,6997,"dark, ground",vessel-of-ruin,"whirlwind, stomp, body-slam, take-down, thrash",155.0,110.0,125.0,55.0,80.0,45.0,570.0,dark,ground,2.7,699.7,95.98079561042523,0.88,0.6875
1004,chi-yu,285,4,49,"dark, fire",beads-of-ruin,"take-down, ember, flamethrower, hyper-beam, fire-spin",55.0,80.0,80.0,135.0,120.0,100.0,570.0,dark,fire,0.4,4.9,30.624999999999996,1.0,1.125
1005,roaring-moon,295,20,3800,"dragon, dark",protosynthesis,"fly, headbutt, body-slam, take-down, double-edge",105.0,139.0,71.0,55.0,101.0,119.0,590.0,dragon,dark,2.0,380.0,95.0,1.9577464788732395,0.5445544554455446
1006,iron-valiant,295,14,350,"fairy, fighting",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, disable",74.0,130.0,90.0,120.0,60.0,116.0,590.0,fairy,fighting,1.4,35.0,17.85714285714286,1.4444444444444444,2.0
1007,koraidon-apex-build,335,25,3030,"fighting, dragon",orichalcum-pulse,"swords-dance, body-slam, take-down, double-edge, roar",100.0,135.0,115.0,85.0,100.0,135.0,670.0,fighting,dragon,2.5,303.0,48.48,1.173913043478261,0.85
1008,miraidon-ultimate-mode,335,35,2400,"electric, dragon",hadron-engine,"swords-dance, body-slam, take-down, hyper-beam, solar-beam",100.0,85.0,100.0,135.0,115.0,135.0,670.0,electric,dragon,3.5,240.0,19.591836734693878,0.85,1.173913043478261
1009,walking-wake,295,35,2800,"water, dragon",protosynthesis,"body-slam, take-down, double-edge, leer, bite",99.0,83.0,91.0,125.0,83.0,109.0,590.0,water,dragon,3.5,280.0,22.857142857142858,0.9120879120879121,1.5060240963855422
1010,iron-leaves,295,15,1250,"grass, psychic",quark-drive,"swords-dance, take-down, double-edge, leer, hyper-beam",90.0,130.0,88.0,70.0,108.0,104.0,590.0,grass,psychic,1.5,125.0,55.55555555555556,1.4772727272727273,0.6481481481481481
1011,dipplin,170,4,97,"grass, dragon","supersweet-syrup, gluttony, sticky-hold","body-slam, take-down, hyper-beam, growth, solar-beam",80.0,80.0,110.0,95.0,80.0,40.0,485.0,grass,dragon,0.4,9.7,60.624999999999986,0.7272727272727273,1.1875
1012,poltchageist-counterfeit,62,1,11,"grass, ghost","hospitality, heatproof","absorb, mega-drain, solar-beam, stun-spore, night-shade",40.0,45.0,45.0,74.0,54.0,50.0,308.0,grass,ghost,0.1,1.1,109.99999999999999,1.0,1.3703703703703705
1013,sinistcha-unremarkable,178,2,22,"grass, ghost","hospitality, heatproof","hyper-beam, absorb, mega-drain, solar-beam, stun-spore",71.0,60.0,106.0,121.0,80.0,70.0,508.0,grass,ghost,0.2,2.2,54.99999999999999,0.5660377358490566,1.5125
1014,okidogi,278,18,922,"poison, fighting","toxic-chain, guard-dog","fire-punch, ice-punch, thunder-punch, body-slam, take-down",88.0,128.0,115.0,58.0,86.0,80.0,555.0,poison,fighting,1.8,92.2,28.456790123456788,1.1130434782608696,0.6744186046511628
1015,munkidori,278,10,122,"poison, psychic","toxic-chain, frisk","scratch, psybeam, hyper-beam, toxic, confusion",88.0,75.0,66.0,130.0,90.0,106.0,555.0,poison,psychic,1.0,12.2,12.2,1.1363636363636365,1.4444444444444444
1016,fezandipiti,278,14,301,"poison, fairy","toxic-chain, technician","swords-dance, wing-attack, fly, double-kick, take-down",88.0,91.0,82.0,70.0,125.0,99.0,555.0,poison,fairy,1.4,30.1,15.35714285714286,1.1097560975609757,0.56
1017,ogerpon,275,12,398,grass,defiant,"swords-dance, slam, vine-whip, double-kick, take-down",80.0,120.0,84.0,60.0,96.0,110.0,550.0,grass,,1.2,39.8,27.63888888888889,1.4285714285714286,0.625
1018,archaludon,300,20,600,"steel, dragon","stamina, sturdy, stalwart","swords-dance, body-slam, take-down, double-edge, leer",90.0,105.0,130.0,125.0,65.0,85.0,600.0,steel,dragon,2.0,60.0,15.0,0.8076923076923077,1.9230769230769231
1019,hydrapple,270,18,930,"grass, dragon","supersweet-syrup, regenerator, sticky-hold","body-slam, take-down, double-edge, hydro-pump, hyper-beam",106.0,80.0,110.0,120.0,80.0,44.0,540.0,grass,dragon,1.8,93.0,28.703703703703702,0.7272727272727273,1.5
1020,gouging-fire,295,35,5900,"fire, dragon",protosynthesis,"stomp, double-kick, body-slam, take-down, double-edge",105.0,115.0,121.0,65.0,93.0,91.0,590.0,fire,dragon,3.5,590.0,48.16326530612245,0.9504132231404959,0.6989247311827957
1021,raging-bolt,295,52,4800,"electric, dragon",protosynthesis,"stomp, body-slam, take-down, double-edge, roar",125.0,73.0,91.0,137.0,89.0,75.0,590.0,electric,dragon,5.2,480.0,17.751479289940825,0.8021978021978022,1.5393258426966292
1022,iron-boulder,295,15,1625,"rock, psychic",quark-drive,"swords-dance, horn-attack, body-slam, take-down, double-edge",90.0,120.0,80.0,68.0,108.0,124.0,590.0,rock,psychic,1.5,162.5,72.22222222222223,1.5,0.6296296296296297
1023,iron-crown,295,16,1560,"steel, psychic",quark-drive,"swords-dance, body-slam, take-down, double-edge, leer",90.0,72.0,100.0,122.0,108.0,98.0,590.0,steel,psychic,1.6,156.0,60.937499999999986,0.72,1.1296296296296295
1024,terapagos,90,2,65,normal,tera-shift,"headbutt, body-slam, take-down, double-edge, roar",90.0,65.0,85.0,65.0,85.0,60.0,450.0,normal,,0.2,6.5,162.49999999999997,0.7647058823529411,0.7647058823529411
1025,pecharunt,300,3,3,"poison, ghost",poison-puppeteer,"toxic, night-shade, recover, withdraw, defense-curl",88.0,88.0,160.0,88.0,88.0,88.0,600.0,poison,ghost,0.3,0.3,3.3333333333333335,0.55,1.0
10001,deoxys-attack,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50.0,180.0,20.0,180.0,20.0,150.0,600.0,psychic,,1.7,60.8,21.038062283737027,9.0,9.0
10002,deoxys-defense,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50.0,70.0,160.0,70.0,160.0,90.0,600.0,psychic,,1.7,60.8,21.038062283737027,0.4375,0.4375
10003,deoxys-speed,270,17,608,psychic,pressure,"mega-punch, fire-punch, ice-punch, thunder-punch, cut",50.0,95.0,90.0,95.0,90.0,180.0,600.0,psychic,,1.7,60.8,21.038062283737027,1.0555555555555556,1.0555555555555556
10004,wormadam-sandy,148,5,65,"bug, ground","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam",60.0,79.0,105.0,59.0,85.0,36.0,424.0,bug,ground,0.5,6.5,26.0,0.7523809523809524,0.6941176470588235
10005,wormadam-trash,148,5,65,"bug, steel","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, solar-beam",60.0,69.0,95.0,69.0,95.0,36.0,424.0,bug,steel,0.5,6.5,26.0,0.7263157894736842,0.7263157894736842
10006,shaymin-sky,270,4,52,"grass, flying",serene-grace,"swords-dance, headbutt, take-down, double-edge, hyper-beam",100.0,103.0,75.0,120.0,75.0,127.0,600.0,grass,flying,0.4,5.2,32.49999999999999,1.3733333333333333,1.6
10007,giratina-origin,340,69,6500,"ghost, dragon",levitate,"cut, fly, headbutt, body-slam, take-down",150.0,120.0,100.0,120.0,100.0,90.0,680.0,ghost,dragon,6.9,650.0,13.652593992858641,1.2,1.2
10008,rotom-heat,182,3,3,"electric, fire",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50.0,65.0,107.0,105.0,107.0,86.0,520.0,electric,fire,0.3,0.3,3.3333333333333335,0.6074766355140186,0.9813084112149533
10009,rotom-wash,182,3,3,"electric, water",levitate,"hydro-pump, thunder-shock, thunderbolt, thunder-wave, thunder",50.0,65.0,107.0,105.0,107.0,86.0,520.0,electric,water,0.3,0.3,3.3333333333333335,0.6074766355140186,0.9813084112149533
10010,rotom-frost,182,3,3,"electric, ice",levitate,"blizzard, thunder-shock, thunderbolt, thunder-wave, thunder",50.0,65.0,107.0,105.0,107.0,86.0,520.0,electric,ice,0.3,0.3,3.3333333333333335,0.6074766355140186,0.9813084112149533
10011,rotom-fan,182,3,3,"electric, flying",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50.0,65.0,107.0,105.0,107.0,86.0,520.0,electric,flying,0.3,0.3,3.3333333333333335,0.6074766355140186,0.9813084112149533
10012,rotom-mow,182,3,3,"electric, grass",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic",50.0,65.0,107.0,105.0,107.0,86.0,520.0,electric,grass,0.3,0.3,3.3333333333333335,0.6074766355140186,0.9813084112149533
10013,castform-sunny,147,3,8,fire,forecast,"headbutt, tackle, body-slam, double-edge, disable",70.0,70.0,70.0,70.0,70.0,70.0,420.0,fire,,0.3,0.8,8.88888888888889,1.0,1.0
10014,castform-rainy,147,3,8,water,forecast,"headbutt, tackle, body-slam, double-edge, disable",70.0,70.0,70.0,70.0,70.0,70.0,420.0,water,,0.3,0.8,8.88888888888889,1.0,1.0
10015,castform-snowy,147,3,8,ice,forecast,"headbutt, tackle, body-slam, double-edge, disable",70.0,70.0,70.0,70.0,70.0,70.0,420.0,ice,,0.3,0.8,8.88888888888889,1.0,1.0
10016,basculin-blue-striped,161,10,180,water,"rock-head, adaptability, mold-breaker","cut, headbutt, tackle, take-down, thrash",70.0,92.0,65.0,80.0,55.0,98.0,460.0,water,,1.0,18.0,18.0,1.4153846153846155,1.4545454545454546
10017,darmanitan-zen,189,13,929,"fire, psychic","sheer-force, zen-mode","mega-punch, fire-punch, mega-kick, headbutt, tackle",105.0,30.0,105.0,140.0,105.0,55.0,540.0,fire,psychic,1.3,92.9,54.97041420118343,0.2857142857142857,1.3333333333333333
10018,meloetta-pirouette,270,6,65,"normal, fighting",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing",100.0,128.0,90.0,77.0,77.0,128.0,600.0,normal,fighting,0.6,6.5,18.055555555555557,1.4222222222222223,1.0
10019,tornadus-therian,290,14,630,flying,regenerator,"gust, fly, body-slam, take-down, thrash",79.0,100.0,80.0,110.0,90.0,121.0,580.0,flying,,1.4,63.0,32.142857142857146,1.25,1.2222222222222223
10020,thundurus-therian,290,30,610,"electric, flying",volt-absorb,"thunder-punch, fly, body-slam, take-down, thrash",79.0,105.0,70.0,145.0,80.0,101.0,580.0,electric,flying,3.0,61.0,6.777777777777778,1.5,1.8125
10021,landorus-therian,300,13,680,"ground, flying",intimidate,"swords-dance, fly, body-slam, take-down, leer",89.0,145.0,90.0,105.0,80.0,91.0,600.0,ground,flying,1.3,68.0,40.23668639053254,1.6111111111111112,1.3125
10022,kyurem-black,350,33,3250,"dragon, ice",teravolt,"cut, fly, body-slam, take-down, roar",125.0,170.0,100.0,120.0,90.0,95.0,700.0,dragon,ice,3.3,325.0,29.84389348025712,1.7,1.3333333333333333
10023,kyurem-white,350,36,3250,"dragon, ice",turboblaze,"cut, fly, body-slam, take-down, roar",125.0,120.0,90.0,170.0,100.0,95.0,700.0,dragon,ice,3.6,325.0,25.077160493827158,1.3333333333333333,1.7
10024,keldeo-resolute,290,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge",91.0,72.0,90.0,129.0,90.0,108.0,580.0,water,fighting,1.4,48.5,24.744897959183678,0.8,1.4333333333333333
10025,meowstic-female,163,6,85,psychic,"keen-eye, infiltrator, competitive","pay-day, scratch, cut, leer, psybeam",74.0,48.0,76.0,83.0,81.0,104.0,466.0,psychic,,0.6,8.5,23.61111111111111,0.631578947368421,1.0246913580246915
10026,aegislash-blade,250,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic",60.0,140.0,50.0,140.0,50.0,60.0,500.0,steel,ghost,1.7,53.0,18.339100346020764,2.8,2.8
10027,pumpkaboo-small,67,3,35,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",44.0,66.0,70.0,44.0,55.0,56.0,335.0,ghost,grass,0.3,3.5,38.88888888888889,0.9428571428571428,0.8
10028,pumpkaboo-large,67,5,75,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",54.0,66.0,70.0,44.0,55.0,46.0,335.0,ghost,grass,0.5,7.5,30.0,0.9428571428571428,0.8
10029,pumpkaboo-super,67,8,150,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",59.0,66.0,70.0,44.0,55.0,41.0,335.0,ghost,grass,0.8,15.0,23.437499999999996,0.9428571428571428,0.8
10030,gourgeist-small,173,7,95,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",55.0,85.0,122.0,58.0,75.0,99.0,494.0,ghost,grass,0.7,9.5,19.38775510204082,0.6967213114754098,0.7733333333333333
10031,gourgeist-large,173,11,140,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",75.0,95.0,122.0,58.0,75.0,69.0,494.0,ghost,grass,1.1,14.0,11.570247933884296,0.7786885245901639,0.7733333333333333
10032,gourgeist-super,173,17,390,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",85.0,100.0,122.0,58.0,75.0,54.0,494.0,ghost,grass,1.7,39.0,13.494809688581316,0.819672131147541,0.7733333333333333
10033,venusaur-mega,281,24,1555,"grass, poison",thick-fat,"swords-dance, cut, bind, vine-whip, headbutt",80.0,100.0,123.0,122.0,120.0,80.0,625.0,grass,poison,2.4,155.5,26.99652777777778,0.8130081300813008,1.0166666666666666
10034,charizard-mega-x,285,17,1105,"fire, dragon",tough-claws,"fire-punch, thunder-punch, scratch, swords-dance, cut",78.0,130.0,111.0,130.0,85.0,100.0,634.0,fire,dragon,1.7,110.5,38.235294117647065,1.1711711711711712,1.5294117647058822
10035,charizard-mega-y,285,17,1005,"fire, flying",drought,"fire-punch, thunder-punch, scratch, swords-dance, cut",78.0,104.0,78.0,159.0,115.0,100.0,634.0,fire,flying,1.7,100.5,34.775086505190316,1.3333333333333333,1.382608695652174
10036,blastoise-mega,284,16,1011,water,mega-launcher,"ice-punch, headbutt, tackle, tail-whip, bite",79.0,103.0,120.0,135.0,115.0,78.0,630.0,water,,1.6,101.1,39.49218749999999,0.8583333333333333,1.173913043478261
10037,alakazam-mega,270,12,480,psychic,trace,"fire-punch, ice-punch, thunder-punch, headbutt, disable",55.0,50.0,65.0,175.0,105.0,150.0,600.0,psychic,,1.2,48.0,33.333333333333336,0.7692307692307693,1.6666666666666667
10038,gengar-mega,270,14,405,"ghost, poison",shadow-tag,"fire-punch, ice-punch, thunder-punch, headbutt, disable",60.0,65.0,80.0,170.0,95.0,130.0,600.0,ghost,poison,1.4,40.5,20.66326530612245,0.8125,1.7894736842105263
10039,kangaskhan-mega,207,22,1000,normal,parental-bond,"comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch",105.0,125.0,100.0,60.0,100.0,100.0,590.0,normal,,2.2,100.0,20.661157024793386,1.25,0.6
10040,pinsir-mega,210,17,590,"bug, flying",aerilate,"vice-grip, guillotine, swords-dance, cut, bind",65.0,155.0,120.0,65.0,90.0,105.0,600.0,bug,flying,1.7,59.0,20.41522491349481,1.2916666666666667,0.7222222222222222
10041,gyarados-mega,224,65,3050,"water, dark",mold-breaker,"bind, headbutt, thrash, leer, bite",95.0,155.0,109.0,70.0,130.0,81.0,640.0,water,dark,6.5,305.0,7.218934911242603,1.4220183486238531,0.5384615384615384
10042,aerodactyl-mega,215,21,790,"rock, flying",tough-claws,"wing-attack, whirlwind, fly, headbutt, take-down",80.0,135.0,85.0,70.0,95.0,150.0,615.0,rock,flying,2.1,79.0,17.913832199546484,1.588235294117647,0.7368421052631579
10043,mewtwo-mega-x,351,23,1270,"psychic, fighting",steadfast,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt",106.0,190.0,100.0,154.0,100.0,130.0,780.0,psychic,fighting,2.3,127.0,24.007561436672972,1.9,1.54
10044,mewtwo-mega-y,351,15,330,psychic,insomnia,"pay-day, fire-punch, ice-punch, thunder-punch, headbutt",106.0,150.0,70.0,194.0,120.0,140.0,780.0,psychic,,1.5,33.0,14.666666666666666,2.142857142857143,1.6166666666666667
10045,ampharos-mega,275,14,615,"electric, dragon",mold-breaker,"fire-punch, thunder-punch, tackle, take-down, growl",90.0,95.0,105.0,165.0,110.0,45.0,610.0,electric,dragon,1.4,61.5,31.377551020408166,0.9047619047619048,1.5
10046,scizor-mega,210,20,1250,"bug, steel",technician,"razor-wind, swords-dance, cut, leer, hyper-beam",70.0,150.0,140.0,65.0,100.0,75.0,600.0,bug,steel,2.0,125.0,31.25,1.0714285714285714,0.65
10047,heracross-mega,210,17,625,"bug, fighting",skill-link,"swords-dance, cut, horn-attack, fury-attack, tackle",80.0,185.0,115.0,40.0,105.0,75.0,600.0,bug,fighting,1.7,62.5,21.626297577854675,1.608695652173913,0.38095238095238093
10048,houndoom-mega,210,19,495,"dark, fire",solar-power,"leer, bite, roar, ember, flamethrower",75.0,90.0,90.0,140.0,90.0,115.0,600.0,dark,fire,1.9,49.5,13.711911357340721,1.0,1.5555555555555556
10049,tyranitar-mega,315,25,2550,"rock, dark",sand-stream,"fire-punch, ice-punch, thunder-punch, cut, thrash",100.0,164.0,150.0,95.0,120.0,71.0,700.0,rock,dark,2.5,255.0,40.8,1.0933333333333333,0.7916666666666666
10050,blaziken-mega,284,19,520,"fire, fighting",speed-boost,"fire-punch, thunder-punch, scratch, swords-dance, cut",80.0,160.0,80.0,130.0,80.0,100.0,630.0,fire,fighting,1.9,52.0,14.40443213296399,2.0,1.625
10051,gardevoir-mega,278,16,484,"psychic, fairy",pixilate,"fire-punch, ice-punch, thunder-punch, growl, hyper-beam",68.0,85.0,65.0,165.0,135.0,100.0,618.0,psychic,fairy,1.6,48.4,18.906249999999996,1.3076923076923077,1.2222222222222223
10052,mawile-mega,168,10,235,"steel, fairy",huge-power,"ice-punch, thunder-punch, vice-grip, swords-dance, slam",50.0,105.0,125.0,55.0,95.0,50.0,480.0,steel,fairy,1.0,23.5,23.5,0.84,0.5789473684210527
10053,aggron-mega,284,22,3950,steel,filter,"fire-punch, ice-punch, thunder-punch, cut, headbutt",70.0,140.0,230.0,60.0,80.0,50.0,630.0,steel,,2.2,395.0,81.61157024793387,0.6086956521739131,0.75
10054,medicham-mega,179,13,315,"fighting, psychic",pure-power,"fire-punch, ice-punch, thunder-punch, hyper-beam, low-kick",60.0,100.0,85.0,80.0,85.0,100.0,510.0,fighting,psychic,1.3,31.5,18.63905325443787,1.1764705882352942,0.9411764705882353
10055,manectric-mega,201,18,440,electric,intimidate,"tackle, leer, bite, roar, flamethrower",70.0,75.0,80.0,135.0,80.0,135.0,575.0,electric,,1.8,44.0,13.580246913580247,0.9375,1.6875
10056,banette-mega,194,12,130,ghost,prankster,"hyper-beam, thunderbolt, thunder-wave, thunder, toxic",64.0,165.0,75.0,93.0,83.0,75.0,555.0,ghost,,1.2,13.0,9.027777777777779,2.2,1.1204819277108433
10057,absol-mega,198,12,490,dark,magic-bounce,"scratch, razor-wind, swords-dance, cut, double-edge",65.0,150.0,60.0,115.0,60.0,115.0,565.0,dark,,1.2,49.0,34.02777777777778,2.5,1.9166666666666667
10058,garchomp-mega,315,19,950,"dragon, ground",sand-force,"swords-dance, cut, sand-attack, tackle, take-down",108.0,170.0,115.0,120.0,95.0,92.0,700.0,dragon,ground,1.9,95.0,26.315789473684212,1.4782608695652173,1.263157894736842
10059,lucario-mega,219,13,575,"fighting, steel",adaptability,"ice-punch, thunder-punch, swords-dance, roar, hyper-beam",70.0,145.0,88.0,140.0,70.0,112.0,625.0,fighting,steel,1.3,57.5,34.02366863905325,1.6477272727272727,2.0
10060,abomasnow-mega,208,27,1850,"grass, ice",snow-warning,"ice-punch, swords-dance, leer, mist, ice-beam",90.0,132.0,105.0,132.0,105.0,30.0,594.0,grass,ice,2.7,185.0,25.377229080932782,1.2571428571428571,1.2571428571428571
10061,floette-eternal,243,2,9,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",74.0,65.0,67.0,125.0,128.0,92.0,551.0,fairy,,0.2,0.9,22.499999999999996,0.9701492537313433,0.9765625
